City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,fort frances,48.5999,-93.4003,12.12,47,100,7.72,CA,1712871443
363,ponta delgada,37.7333,-25.6667,18.44,82,20,1.03,PT,1712871731
364,bodo,67.28,14.405,3.21,77,75,6.17,NO,1712871731
365,kirkwall,58.9848,-2.9587,11.03,76,100,5.14,GB,1712871731
366,mossel bay,-34.1831,22.146,10.96,73,0,2.96,ZA,1712871731
367,colonel hill,22.7667,-74.2167,25.45,73,24,8.16,BS,1712871731
368,guerrero negro,27.9769,-114.0611,23.91,39,66,5.16,MX,1712871502
369,neryungri,56.6709,124.6491,-4.34,97,100,0.12,RU,1712871731
370,alliance,40.9153,-81.1059,16.78,97,100,4.27,US,1712871731
371,patani,5.2272,6.1924,26.32,90,99,2.04,NG,1712871731
372,pacific grove,36.6177,-121.9166,27.53,75,0,4.92,US,1712871731
373,boguchany,58.3814,97.4531,-4.52,87,100,0.89,RU,1712871672
374,miracema do tocantins,-9.5618,-48.3967,26.75,83,18,1.26,BR,1712871732
375,waddan,29.1614,16.139,19.01,24,3,7.12,LY,1712871732
376,mahalapye,-23.1041,26.8142,18.13,59,32,6.98,BW,1712871732
377,kencong,-8.2833,113.3667,24.58,90,96,0.98,ID,1712871732
378,klyuchi,52.2667,79.1667,-1.93,70,95,3.96,RU,1712871732
379,imbituba,-28.24,-48.6703,20.73,91,100,3.87,BR,1712871732
380,oros,-6.2444,-38.9136,25.74,83,57,1.84,BR,1712871732
381,puerto baquerizo moreno,-0.9,-89.6,28.55,74,40,5.14,EC,1712871608
382,casablanca,33.5928,-7.6192,24.12,43,39,4.02,MA,1712871732
383,pasaje,-3.3333,-79.8167,31.84,74,86,2.14,EC,1712871697
384,sidrolandia,-20.9319,-54.9614,23.26,93,100,1.98,BR,1712871732
385,maracacume,-2.0428,-45.9592,25.38,94,100,1.3,BR,1712871732
386,nuuk,64.1835,-51.7216,-1.66,93,100,2.57,GL,1712871479
387,barry,51.4067,-3.2694,13.51,94,100,3.6,GB,1712871733
388,sheridan,44.8333,-106.9173,16.68,28,0,3.09,US,1712871733
389,mogocha,53.7333,119.7667,2.0,96,100,1.28,RU,1712871733
390,el nido,11.1858,119.3956,26.64,79,73,3.09,PH,1712871733
391,hoemul-li,41.4339,129.67,8.39,78,2,0.39,KP,1712871733
392,jeremie,18.65,-74.1167,27.65,75,59,2.92,HT,1712871733
393,martapura,-3.4167,114.85,23.9,97,92,1.26,ID,1712871615
394,brisas de zicatela,15.8369,-97.0419,29.0,72,89,3.97,MX,1712871733
395,colipapa,9.4726,122.5616,26.74,74,100,2.21,PH,1712871733
396,er regueb,34.8593,9.7865,13.98,62,75,6.23,TN,1712871733
397,verdal,63.7933,11.4817,8.02,97,100,2.64,NO,1712871733
398,ataq,14.5377,46.8319,21.51,71,71,4.86,YE,1712871733
399,cabo san lucas,22.8909,-109.9124,28.67,33,20,5.66,MX,1712871580
400,massenya,11.4039,16.1705,33.13,9,91,4.59,TD,1712871733
401,kertih,4.5141,103.4483,25.01,94,99,0.0,MY,1712871734
402,papao,-17.75,-149.55,30.82,85,95,8.23,PF,1712871734
403,oneonta,42.4529,-75.0638,17.94,71,77,7.73,US,1712871734
404,solaro,44.8799,9.1732,13.09,85,79,1.67,IT,1712871734
405,masina,-4.3836,15.3914,25.44,90,100,1.4,CD,1712871734
406,ursulo galvan,22.7333,-98.3,31.22,36,11,7.45,MX,1712871734
407,minas de marcona,-15.2119,-75.1103,19.29,70,3,6.96,PE,1712871734
408,colonia,50.9333,6.95,15.46,81,100,0.51,DE,1712871538
409,vila franca do campo,37.7167,-25.4333,18.27,99,25,1.51,PT,1712871734
410,sao joao,-8.8756,-36.3667,21.74,96,62,3.05,BR,1712871734
411,kill devil hills,36.0307,-75.676,21.01,82,100,7.2,US,1712871734
412,hammerfest,70.6634,23.6821,1.25,86,75,5.14,NO,1712871734
413,gustavsberg,59.3268,18.3898,11.25,83,33,7.54,SE,1712871734
414,asmara,15.3333,38.9333,17.44,56,13,0.26,ER,1712871734
415,cockburn town,21.4612,-71.1419,25.45,81,4,8.63,TC,1712871735
416,nuku'alofa,-21.1333,-175.2,29.19,79,40,2.06,TO,1712871735
417,algarrobo,10.1869,-74.5753,34.93,43,76,5.43,CO,1712871735
418,hinton,53.4001,-117.5857,10.41,33,100,1.54,CA,1712871735
419,kavieng,-2.5744,150.7967,27.37,80,99,1.63,PG,1712871735
420,cachoeiro de itapemirim,-20.8489,-41.1128,22.58,97,11,0.62,BR,1712871735
421,parauapebas,-6.0675,-49.9022,26.99,88,75,0.0,BR,1712871735
422,fuglafjordur,62.244,-6.814,7.26,85,100,8.03,FO,1712871735
423,siquirres,10.0975,-83.5066,27.74,84,99,1.7,CR,1712871735
424,prince george,53.9166,-122.753,11.83,46,100,6.17,CA,1712871490
425,luderitz,-26.6481,15.1594,21.98,46,0,2.0,NA,1712871735
426,danielskuil,-28.1887,23.5395,10.8,41,0,3.71,ZA,1712871735
427,sola,-13.8833,167.55,29.37,84,75,1.03,VU,1712871735
428,revda,56.801,59.9303,8.49,81,100,8.01,RU,1712871735
429,sidi akkacha,36.4647,1.3026,14.16,79,29,5.18,DZ,1712871735
430,mariental,-24.6333,17.9667,20.66,33,0,5.73,NA,1712871736
431,macaubas,-13.0194,-42.6986,23.8,76,100,1.3,BR,1712871736
432,belmonte,-15.8631,-38.8828,26.24,84,59,2.7,BR,1712871500
433,orkney,-26.9802,26.6727,14.07,34,0,1.98,ZA,1712871736
434,czerwonak,52.4646,16.9817,13.95,56,0,2.06,PL,1712871736
435,bubaque,11.2833,-15.8333,24.22,71,0,9.19,GW,1712871736
436,godech,43.015,23.0442,10.34,61,0,1.91,BG,1712871736
437,bodaybo,57.8506,114.1933,-4.84,97,100,1.48,RU,1712871658
438,weno,7.4515,151.8468,27.97,83,100,2.57,FM,1712871736
439,codrington,-38.2667,141.9667,13.9,66,98,2.83,AU,1712871703
440,muncar,-8.4333,114.3333,23.69,93,97,1.33,ID,1712871736
441,saipan,15.1355,145.701,26.39,89,40,6.69,MP,1712871736
442,peace river,56.2501,-117.286,13.17,28,75,1.54,CA,1712871736
443,mahina,-17.5065,-149.489,30.87,70,75,2.57,PF,1712871737
444,salem,11.65,78.1667,24.55,86,3,1.89,IN,1712871737
445,ramos arizpe,25.55,-100.9667,26.57,19,40,5.14,MX,1712871737
446,alesund,62.4723,6.1549,10.51,87,75,8.75,NO,1712871737
447,huarmey,-10.0681,-78.1522,24.35,75,32,4.25,PE,1712871737
448,touros,-5.1989,-35.4608,27.09,81,99,3.24,BR,1712871694
449,oriximina,-1.7656,-55.8661,27.05,89,88,0.78,BR,1712871737
450,sisimiut,66.9395,-53.6735,-4.96,88,95,1.14,GL,1712871737
451,betare oya,5.6,14.0833,23.37,78,99,0.63,CM,1712871737
452,kyren,51.6828,102.1408,5.53,86,100,3.58,RU,1712871737
453,greenland,43.0362,-70.8328,9.48,86,100,3.6,US,1712871518
454,kujang-up,39.8672,126.0303,10.39,81,2,1.1,KP,1712871737
455,wollongong,-34.4333,150.8833,14.49,91,1,1.61,AU,1712871737
456,pimentel,-6.8367,-79.9342,27.16,61,0,9.77,PE,1712871738
457,nanao,37.05,136.9667,12.32,69,93,0.82,JP,1712871738
458,tarko-sale,64.9225,77.785,-21.02,93,99,7.27,RU,1712871738
459,muang xay,20.7,101.9833,22.7,58,53,0.66,LA,1712871738
460,inhambane,-23.865,35.3833,21.6,70,99,5.49,MZ,1712871738
461,thabazimbi,-24.5917,27.4116,18.98,61,72,3.15,ZA,1712871738
462,luganville,-15.5333,167.1667,28.64,76,7,1.43,VU,1712871738
463,ngereklmadel,7.4883,134.4856,25.05,100,40,1.54,PW,1712871738
464,brainerd,46.358,-94.2008,14.97,49,0,8.23,US,1712871738
465,bartica,6.4,-58.6167,30.18,58,79,3.41,GY,1712871738
466,geraldton,-28.7667,114.6,19.23,68,2,1.54,AU,1712871738
467,mana,5.6592,-53.7767,26.26,85,89,3.92,GF,1712871739
468,romblon,12.5751,122.2708,27.01,78,99,6.59,PH,1712871739
469,champerico,14.3,-91.9167,35.3,65,77,3.74,GT,1712871739
470,cidreira,-30.1811,-50.2056,20.31,83,100,8.12,BR,1712871739
471,san mariano,7.5,126.0,21.44,81,90,1.21,PH,1712871739
472,amga,60.8953,131.9608,-1.38,96,100,2.42,RU,1712871739
473,sao borja,-28.6606,-56.0044,20.53,94,100,6.33,BR,1712871739
474,buriti dos lopes,-3.175,-41.8669,28.86,97,80,1.69,BR,1712871739
475,santyoku,37.4406,129.1708,13.26,78,0,3.04,KR,1712871740
476,sant lluis,39.8526,4.2594,14.22,77,0,4.12,ES,1712871740
477,kongolo,-5.3833,27.0,23.26,94,100,0.99,CD,1712871740
478,las palmas,28.4204,-14.0131,20.44,68,0,6.69,ES,1712871740
479,hengshui,37.7322,115.7011,16.59,81,0,6.45,CN,1712871740
480,enriquillo,17.9,-71.2333,31.82,70,3,4.88,DO,1712871740
481,miri,4.4148,114.0089,25.08,100,40,1.03,MY,1712871740
482,ibshaway,29.358,30.6814,20.01,51,0,5.92,EG,1712871740
483,nizhneudinsk,54.9076,99.0276,0.99,98,100,1.26,RU,1712871740
484,an nuhud,12.7,28.4333,25.01,13,8,5.78,SD,1712871740
485,chingirlau,51.095,54.0814,9.55,64,100,4.14,KZ,1712871740
486,zhangjiakou,40.81,114.8794,13.32,61,64,0.65,CN,1712871740
487,businga,3.3333,20.8833,26.25,61,40,1.03,CD,1712871740
488,itoman,26.1247,127.6694,20.43,90,75,0.51,JP,1712871741
489,al jawf,29.5,38.75,19.17,36,0,3.1,SA,1712871741
490,kaiama,9.6225,3.9481,32.66,35,97,2.16,NG,1712871741
491,brisas barra de suchiate,14.55,-92.2167,35.1,62,80,4.21,MX,1712871741
492,pionerskiy,54.9508,20.2275,12.86,94,100,9.89,RU,1712871741
493,igarka,67.4667,86.5833,-31.66,100,54,0.89,RU,1712871741
494,north bend,43.4065,-124.2243,16.8,71,0,4.12,US,1712871693
495,port-vila,-17.7338,168.3219,27.78,83,20,1.03,VU,1712871741
496,hobyo,5.3505,48.5268,28.7,78,53,4.68,SO,1712871741
497,fort st. john,56.2499,-120.8529,9.94,37,75,5.66,CA,1712871490
498,smara,26.7384,-11.6719,29.52,18,0,7.06,EH,1712871741
499,leava,-14.3,-178.1667,29.17,78,99,5.44,WF,1712871741
500,rosoman,41.5161,21.9497,15.06,59,0,0.8,MK,1712871742
501,richmond,37.5538,-77.4603,21.23,90,100,6.69,US,1712871562
502,bouna,9.2667,-3.0,30.9,42,100,2.55,CI,1712871742
503,mohr,54.3528,9.7167,11.69,87,97,4.63,DE,1712871742
504,gordon,34.5004,-84.8666,17.76,91,64,6.39,US,1712871742
505,south hedland,-20.4089,118.5983,21.96,88,0,2.57,AU,1712871742
506,lasem,-6.6922,111.4527,24.9,93,100,1.91,ID,1712871742
507,mantua,45.1667,10.7833,15.53,87,2,2.24,IT,1712871742
508,tidjikja,18.5564,-11.4271,32.57,14,18,4.54,MR,1712871742
509,sarupathar,26.1984,93.8094,23.05,46,100,1.63,IN,1712871743
510,semirom,31.4167,51.5667,3.77,68,2,3.22,IR,1712871743
511,umba,66.6871,34.3429,1.91,81,76,8.14,RU,1712871743
512,sumbawa besar,-8.5,117.4333,23.11,97,95,1.49,ID,1712871743
513,madaba,31.5833,35.6667,14.28,71,0,2.43,JO,1712871743
514,mushie,-3.0167,16.9,26.47,78,100,0.85,CD,1712871743
515,blenheim,-41.516,173.9528,14.18,95,100,0.45,NZ,1712871704
516,nakamura,32.9833,132.9333,12.95,89,87,0.84,JP,1712871743
517,tazacorte,28.629,-17.9293,22.54,53,75,4.12,ES,1712871733
518,gao,16.6362,1.637,32.4,7,90,4.89,ML,1712871743
519,kloulklubed,7.0419,134.2556,25.28,73,80,5.6,PW,1712871743
520,raduzhny,62.0961,77.475,-16.98,92,89,4.35,RU,1712871744
521,kollam,8.8833,76.6,27.62,79,99,0.61,IN,1712871744
522,hanover,52.3705,9.7332,14.49,89,100,2.06,DE,1712871744
523,dhi as sufal,13.8345,44.1147,19.68,81,72,1.27,YE,1712871744
524,moab,38.5733,-109.5498,23.67,13,0,0.89,US,1712871565
525,tondano,1.3038,124.9112,19.05,97,100,0.56,ID,1712871744
526,nili,33.7218,66.1302,9.17,64,100,5.38,AF,1712871744
527,san pedro pochutla,15.7333,-96.4667,32.84,55,88,3.92,MX,1712871698
528,severo-yeniseyskiy,60.3725,93.0408,-19.68,99,97,0.45,RU,1712871744
529,manggar,-2.8833,108.2667,27.01,83,84,0.98,ID,1712871744
530,sitangkai,4.6628,119.3928,27.86,76,7,2.66,PH,1712871744
531,cavalaire-sur-mer,43.174,6.5272,15.41,60,15,1.75,FR,1712871745
532,guasdualito,7.2424,-70.7324,36.98,32,20,2.06,VE,1712871745
533,shiyan,32.6475,110.7781,14.01,91,0,1.17,CN,1712871745
534,tchintabaraden,15.8969,5.7985,31.07,13,91,2.13,NE,1712871745
535,rawson,-43.3002,-65.1023,15.38,38,100,6.87,AR,1712871688
536,guangming,45.3333,122.7833,12.76,70,93,6.9,CN,1712871745
537,gracemere,-23.4333,150.45,19.95,77,0,3.6,AU,1712871745
538,al majaridah,19.1236,41.9111,27.97,65,8,0.1,SA,1712871745
539,show low,34.2542,-110.0298,22.16,10,0,2.57,US,1712871745
540,puerto aysen,-45.4,-72.7,8.93,89,0,0.74,CL,1712871745
541,energetik,51.7445,58.7934,6.54,76,81,3.68,RU,1712871745
542,pangody,65.85,74.4859,-15.74,80,100,10.75,RU,1712871745
543,nichinan,31.6,131.3667,15.82,86,100,4.26,JP,1712871746
544,qarchi gak,37.04,66.7889,20.36,63,100,8.5,AF,1712871746
545,sittwe,20.15,92.9,25.23,60,0,2.63,MM,1712871746
546,myeik,12.4333,98.6,27.1,88,63,1.45,MM,1712871501
547,olinda,-8.0089,-34.8553,29.85,74,40,3.6,BR,1712871599
548,saskatoon,52.1168,-106.6345,9.99,29,20,2.57,CA,1712871568
549,jirja,26.3383,31.8916,24.12,31,0,5.14,EG,1712871746
550,tongliao,43.6125,122.2653,12.47,70,100,8.52,CN,1712871746
551,tobol'sk,58.2,68.2667,-2.44,75,100,2.24,RU,1712871746
552,sur,22.5667,59.5289,30.02,44,85,4.64,OM,1712871746
553,micheweni,-4.9667,39.8333,27.97,84,16,4.26,TZ,1712871746
554,bekondo,4.6819,9.3214,23.8,93,100,0.69,CM,1712871746
